a_id,b_id,count_south,south_consistency
2,2,28415.799999999083,0.015991361694914153
2,48,786.1000000000003,-0.0577912350620269
59,2,767.9000000000012,-0.0441605973378827
48,2,668.7999999999996,0.03052724215820408
2,59,652.500000000001,0.03517855677653483
43,2,568.8999999999999,-0.022321257094470102
54,2,526.9,-0.022178549956873697
2,54,523.8999999999996,0.03915558196796919
2,29,502.8999999999999,-0.03486836139225482
29,2,480.59999999999945,0.03432781815565068
2,73,466.39999999999947,0.037882554881465684
73,2,438.8000000000001,-0.027660634441908225
41,2,435.59999999999945,0.031081388814022618
2,56,433.70000000000016,-0.040393512373521095
27,2,412.3,0.028074123750223532
2,41,410.19999999999976,-0.0104319863636766
2,20,397.20000000000056,0.012398454076136177
2,66,383.3999999999994,-0.01256882976790638
2,27,368.4,0.004343993567395592
66,2,367.09999999999917,-0.02218702253022345
2,43,364.90000000000015,0.013559358647517186
65,2,358.9999999999997,0.00886809758139657
2,65,357.9999999999996,0.001181036641975058
34,2,354.4999999999997,-0.052212849354855324
58,2,349.5000000000004,-0.004617220296962887
14,2,348.59999999999985,0.013878578974339296
2,68,339.10000000000014,0.01754050117752114
46,2,331.5999999999999,-0.05258761555874979
2,35,326.5999999999999,-0.05605511452830217
2,14,325.6999999999998,-0.014484390410401397
20,2,321.3999999999998,0.03476542235452758
2,47,320.19999999999993,0.015644164359373828
2,9,317.1000000000002,0.010196337947025435
2,33,313.9999999999996,-0.05671830136127956
68,2,309.50000000000017,0.006328803039095904
2,13,309.3000000000005,-0.006978377308777671
2,60,304.0999999999997,0.018907955996929657
2,63,303.6999999999999,-0.030982824024289764
2,62,303.69999999999976,0.005631605441857394
13,2,299.50000000000017,0.0061801430502476384
2,45,294.5999999999998,-0.014413320272216932
2,11,293.99999999999983,0.01349775790108718
2,26,293.0999999999996,-0.020510841542588087
2,8,292.9,0.006187627755122453
9,2,290.1000000000002,-0.01718359799850455
62,2,288.79999999999967,0.004441768042381865
2,50,285.80000000000064,-0.02185943789694134
26,2,285.4999999999995,-0.004375666306510614
45,2,283.8999999999997,-0.0040793592712444595
2,12,282.8999999999998,-0.00031085382474230195
