a_id,b_id,count_east,east_consistency
2,2,7483.400000000035,-0.005077901902136941
2,18,980.2999999999963,0.010352596992103214
18,2,882.4999999999977,-0.0018912271718539034
2,50,878.4999999999977,0.016847614692115473
50,2,833.6999999999977,0.014525755495686778
2,1,747.399999999999,0.01170472595049043
1,2,679.3999999999992,0.0019835411884942004
2,91,622.0999999999998,-0.004991140289260753
91,2,574.0000000000006,-0.008639162752889515
2,17,475.80000000000086,0.008034819765652762
17,2,446.6000000000008,0.00023674738842402497
50,50,426.59999999999985,0.3082334932432247
18,18,414.8999999999999,0.24999404129637606
2,104,402.9000000000008,0.024165885133401257
104,2,383.80000000000064,0.0224085439828366
2,133,360.70000000000056,0.01913225944545877
2,76,357.60000000000014,0.0026096783255029296
80,2,356.5000000000007,0.024612434910966628
133,2,345.20000000000044,0.018450059466907896
2,80,340.9000000000006,0.01248006545531627
57,2,338.8000000000005,0.013636123015115811
2,57,334.20000000000044,0.004351520397161848
41,2,295.5999999999998,0.03486281161410259
143,2,290.69999999999976,0.01490712520848002
2,41,289.1999999999999,0.03190984216175678
76,2,280.1999999999997,-0.010634708168556948
2,129,272.90000000000026,0.06453772467337376
129,2,262.60000000000025,0.06807740216705223
2,6,236.60000000000042,0.05025826371647115
1,1,233.90000000000003,0.2234366611176782
2,87,229.70000000000027,0.04295512660997699
6,2,225.8000000000004,0.047164121441607726
87,2,225.40000000000015,0.04685053083927919
14,2,224.99999999999974,0.0811570889420798
91,91,216.09999999999994,0.24404084795875466
2,39,203.7000000000002,0.04837303083542826
39,2,196.90000000000015,0.04694289381887809
2,143,195.09999999999988,-0.014357857586123957
2,67,188.60000000000028,0.10269982050386896
67,2,186.00000000000026,0.10494945954388893
53,2,185.40000000000012,0.10367417242096182
127,2,184.3999999999998,0.09808614433300746
2,53,184.00000000000014,0.09810559266920159
106,2,182.20000000000005,0.0698517350822767
26,2,179.80000000000007,0.04251177047222582
2,26,174.30000000000007,0.03210145906846604
2,30,170.90000000000003,-0.05620607775576818
2,128,170.8000000000001,0.04834172556271448
30,2,168.99999999999974,0.005849626653697401
4,2,168.50000000000003,0.05108885144805971
2,107,166.8000000000001,-0.08358013087431863
2,4,165.3,0.04110828245236861
41,41,163.7,0.48915124563361906
36,2,162.80000000000004,9.298009509661322e-05
2,49,162.40000000000003,-0.039943953657648926
2,36,162.00000000000003,7.154945109295375e-05
2,100,159.1000000000001,0.019645877783804104
2,16,158.79999999999995,-0.030739750116637602
2,8,158.19999999999985,0.019692006222046112
8,2,153.49999999999997,-0.032001770576466776
128,2,153.10000000000005,0.03473450260875708
47,2,152.59999999999997,0.05056281100919001
2,89,152.3,-0.0673260706274018
2,84,149.20000000000005,0.043142129864717896
2,47,149.0,0.03915944554608989
80,80,148.29999999999995,0.38287957867770184
2,144,146.79999999999995,0.04649970767236209
17,17,146.3,0.2667325261617295
144,2,144.8,0.05191706563835664
65,2,144.40000000000003,0.0029483065914801144
2,74,144.39999999999995,-0.02421592715784328
2,146,141.99999999999994,0.045158911431338905
2,65,140.60000000000002,-0.011673234519277938
18,50,138.10000000000002,0.05739560898385945
95,2,137.6000000000001,0.06970211732957692
2,45,137.50000000000006,-0.005022460613720541
50,18,136.20000000000005,0.053886816157134976
15,2,135.69999999999996,-0.06414543933134242
100,2,135.59999999999997,0.001597810168189425
2,9,132.40000000000006,0.01538587482302472
89,2,131.70000000000022,-0.02751443183142272
2,106,131.7,0.022824097775381275
90,2,129.4,-0.0025051474320323093
9,2,129.19999999999996,0.00724842849462539
147,2,128.29999999999995,0.0298925679033672
2,147,125.29999999999997,0.020820768226957907
16,2,124.70000000000016,-0.04564096435926093
2,59,124.4000000000002,-0.02110012322309158
2,56,124.30000000000014,0.01130133727480055
59,2,123.69999999999996,-0.07747795466424566
2,52,123.4,-0.008007043363566385
77,2,123.29999999999998,-0.025355821168083187
138,2,122.10000000000004,0.061756146877083966
56,2,121.89999999999992,-0.03976869393368547
2,61,121.2,0.02262942981714125
142,2,120.8,-0.03155013209446336
2,34,118.60000000000004,-0.05984026465083042
107,2,116.3000000000001,-0.07384227430890865
2,79,115.49999999999993,0.006317137134411721
74,2,115.20000000000022,-0.007997531167261408
84,2,114.79999999999998,0.002056478199700889
2,77,114.70000000000007,-0.028954538648389483
2,7,112.60000000000004,-0.03406607745536338
1,18,112.29999999999997,0.045404336458003076
2,93,110.5,-0.01949813291731845
124,2,110.20000000000007,0.00641879756822067
111,2,108.79999999999997,-0.009996629715718644
57,57,108.60000000000002,0.31311122367356686
42,2,108.20000000000003,0.035013588156781086
38,2,107.79999999999997,0.028929473784068366
141,2,107.59999999999998,-0.0831164519793049
2,126,107.5,-9.267630057727496e-05
104,104,105.90000000000002,0.2840286608462709
1,91,105.0,0.09236774652661049
2,38,104.79999999999994,0.017970810309167563
2,44,104.29999999999997,0.06195874218192518
91,1,104.10000000000002,0.09278622298299354
130,2,104.09999999999998,0.061400138441519224
55,2,103.10000000000008,0.03654473139839341
2,42,102.69999999999996,0.016665937010272313
34,2,100.70000000000016,-0.017699127475454844
2,142,100.70000000000013,-0.017427885300071083
2,83,100.6,-0.019398837845080927
135,2,100.30000000000004,0.021009019344617717
2,14,99.49999999999996,-0.02664042910023201
22,2,99.3,0.00755792201623398
2,15,99.20000000000013,-0.05428547687875133
21,2,99.10000000000015,0.016633047584509883
5,2,98.60000000000004,0.01027403673948729
2,99,98.60000000000002,-0.01905633334472425
2,21,98.29999999999998,-0.03880194611479487
64,2,97.59999999999997,0.08384980138982627
2,135,97.40000000000006,0.022664280490288544
2,12,97.00000000000004,0.02317664655860085
71,2,97.0,-0.029637075553152877
91,17,96.7,0.14559011833638827
18,1,96.6,0.022250949567659165
98,2,96.2,0.01613110913576572
12,2,96.2,-0.0081104976948034
2,24,95.9,0.005557434153030302
2,121,95.8000000000001,-0.01388926121802084
93,2,95.59999999999998,-0.03679593878111798
2,64,95.39999999999992,0.06797150061981097
88,2,94.89999999999996,0.03559972715468554
2,131,94.39999999999998,0.03456171817542996
44,2,93.6,0.04981546957676045
2,125,93.0,0.022057606325745344
2,5,92.9,0.0035974943308400877
99,2,92.49999999999994,-0.02929455310799981
2,88,92.19999999999996,0.02535063560046359
2,70,91.80000000000014,0.00263391537902511
133,133,91.70000000000003,0.2822159980340497
2,96,91.6,-0.04060178634810093
