a_id,b_id,count_west,west_consistency
2,2,7483.400000000035,-0.005077901902136896
18,2,980.2999999999963,0.010352596992103261
2,18,882.4999999999976,-0.0018912271718539524
50,2,878.4999999999977,0.016847614692115515
2,50,833.6999999999979,0.014525755495686868
1,2,747.399999999999,0.011704725950490474
2,1,679.3999999999992,0.0019835411884942004
91,2,622.0999999999998,-0.004991140289260707
2,91,574.0000000000006,-0.008639162752889515
17,2,475.80000000000086,0.008034819765652804
2,17,446.6000000000008,0.00023674738842402497
50,50,426.59999999999985,0.3082334932432247
18,18,414.8999999999999,0.24999404129637606
104,2,402.9000000000006,0.024165885133401253
2,104,383.80000000000064,0.0224085439828366
133,2,360.70000000000056,0.019132259445458804
76,2,357.60000000000014,0.0026096783255029695
2,80,356.5000000000007,0.024612434910966628
2,133,345.20000000000056,0.01845005946690793
80,2,340.9000000000006,0.01248006545531627
2,57,338.8000000000004,0.013636123015115735
57,2,334.20000000000044,0.004351520397161848
2,41,295.5999999999998,0.03486281161410259
2,143,290.69999999999976,0.01490712520848002
41,2,289.1999999999998,0.03190984216175678
2,76,280.1999999999997,-0.010634708168556948
129,2,272.90000000000026,0.06453772467337382
2,129,262.60000000000025,0.06807740216705223
6,2,236.60000000000042,0.05025826371647117
1,1,233.9,0.2234366611176782
87,2,229.70000000000027,0.04295512660997702
2,6,225.8000000000004,0.047164121441607726
2,87,225.40000000000015,0.04685053083927919
2,14,224.99999999999974,0.0811570889420798
91,91,216.09999999999994,0.24404084795875466
39,2,203.7000000000002,0.048373030835428314
2,39,196.90000000000015,0.04694289381887809
143,2,195.09999999999988,-0.014357857586123918
67,2,188.60000000000028,0.102699820503869
2,67,186.00000000000026,0.10494945954388893
2,53,185.40000000000012,0.10367417242096182
2,127,184.3999999999998,0.09808614433300746
53,2,184.00000000000014,0.09810559266920163
2,106,182.20000000000005,0.0698517350822767
2,26,179.80000000000007,0.04251177047222582
26,2,174.30000000000007,0.03210145906846607
30,2,170.90000000000003,-0.05620607775576818
128,2,170.8000000000001,0.04834172556271451
2,30,168.99999999999974,0.005849626653697401
2,4,168.50000000000003,0.05108885144805971
107,2,166.8000000000001,-0.0835801308743186
4,2,165.3,0.041108282452368666
41,41,163.70000000000005,0.48915124563361917
2,36,162.80000000000004,9.298009509661322e-05
49,2,162.40000000000003,-0.0399439536576489
36,2,162.0,7.154945109295375e-05
100,2,159.1000000000001,0.019645877783804135
16,2,158.79999999999995,-0.03073975011663758
8,2,158.19999999999987,0.01969200622204615
2,8,153.49999999999997,-0.032001770576466776
2,128,153.10000000000005,0.03473450260875708
2,47,152.59999999999997,0.05056281100919001
89,2,152.3,-0.06732607062740174
84,2,149.20000000000005,0.043142129864717924
47,2,149.0,0.039159445546089945
80,80,148.29999999999995,0.38287957867770184
144,2,146.79999999999995,0.04649970767236212
17,17,146.29999999999995,0.26673252616172943
2,144,144.8,0.05191706563835664
2,65,144.40000000000003,0.0029483065914801144
74,2,144.39999999999995,-0.024215927157843237
146,2,141.99999999999994,0.04515891143133893
65,2,140.60000000000002,-0.011673234519277919
50,18,138.10000000000002,0.05739560898385945
2,95,137.6000000000001,0.06970211732957692
45,2,137.50000000000006,-0.005022460613720523
18,50,136.20000000000005,0.053886816157134976
2,15,135.69999999999996,-0.06414543933134242
2,100,135.6,0.0015978101681893907
9,2,132.40000000000006,0.01538587482302475
2,89,131.70000000000022,-0.02751443183142272
106,2,131.70000000000002,0.022824097775381306
2,90,129.4,-0.0025051474320323093
2,9,129.19999999999996,0.00724842849462539
2,147,128.29999999999995,0.0298925679033672
147,2,125.29999999999997,0.02082076822695794
2,16,124.70000000000016,-0.04564096435926093
59,2,124.4000000000002,-0.02110012322309156
56,2,124.30000000000014,0.011301337274800581
2,59,123.69999999999996,-0.07747795466424566
52,2,123.4,-0.00800704336356635
2,77,123.29999999999998,-0.025355821168083187
2,138,122.10000000000004,0.061756146877083966
2,56,121.89999999999992,-0.03976869393368547
61,2,121.2,0.022629429817141278
2,142,120.8,-0.03155013209446334
34,2,118.60000000000004,-0.0598402646508304
2,107,116.3000000000001,-0.07384227430890865
79,2,115.49999999999993,0.006317137134411753
2,74,115.20000000000022,-0.007997531167261408
2,84,114.79999999999998,0.002056478199700889
77,2,114.70000000000007,-0.02895453864838944
7,2,112.60000000000004,-0.03406607745536334
18,1,112.29999999999997,0.045404336458003076
93,2,110.5,-0.019498132917318414
2,124,110.20000000000007,0.00641879756822067
2,111,108.79999999999997,-0.009996629715718644
57,57,108.60000000000002,0.31311122367356686
2,42,108.20000000000003,0.035013588156781086
2,38,107.79999999999997,0.028929473784068366
2,141,107.59999999999998,-0.0831164519793049
126,2,107.5,-9.267630057725829e-05
104,104,105.90000000000002,0.2840286608462709
91,1,105.0,0.09236774652661049
38,2,104.79999999999994,0.01797081030916759
44,2,104.29999999999997,0.06195874218192521
1,91,104.10000000000002,0.09278622298299354
2,130,104.09999999999998,0.061400138441519224
2,55,103.10000000000008,0.03654473139839341
42,2,102.69999999999996,0.016665937010272348
2,34,100.70000000000016,-0.017699127475454844
142,2,100.70000000000013,-0.017427885300071066
83,2,100.6,-0.019398837845080872
2,135,100.30000000000004,0.021009019344617717
14,2,99.49999999999996,-0.02664042910023197
2,22,99.3,0.00755792201623398
15,2,99.20000000000013,-0.05428547687875128
2,21,99.10000000000015,0.016633047584509883
2,5,98.60000000000004,0.01027403673948729
99,2,98.60000000000002,-0.019056333344724213
21,2,98.29999999999998,-0.03880194611479485
2,64,97.59999999999994,0.08384980138982623
135,2,97.40000000000006,0.022664280490288576
12,2,97.00000000000004,0.023176646558600876
2,71,97.0,-0.029637075553152877
17,91,96.70000000000002,0.1455901183363883
1,18,96.6,0.022250949567659165
2,98,96.2,0.01613110913576572
2,12,96.2,-0.0081104976948034
24,2,95.9,0.005557434153030333
121,2,95.8000000000001,-0.013889261218020822
2,93,95.59999999999998,-0.03679593878111798
64,2,95.39999999999996,0.06797150061981104
2,88,94.89999999999996,0.03559972715468554
131,2,94.39999999999998,0.03456171817542996
2,44,93.6,0.04981546957676045
125,2,93.0,0.022057606325745344
5,2,92.9,0.0035974943308401193
2,99,92.49999999999994,-0.02929455310799981
88,2,92.19999999999996,0.025350635600463616
70,2,91.80000000000014,0.0026339153790251417
133,133,91.70000000000002,0.2822159980340497
96,2,91.6,-0.04060178634810087
98,2,91.49999999999996,-0.00015322026681521735
2,70,91.3,-0.037881141617940484
2,23,91.09999999999998,0.01273069006571352
69,2,90.7,-0.004945403738654852
95,2,88.70000000000003,0.022859174265865437
102,2,88.09999999999997,0.01724289446676725
2,32,87.50000000000004,0.05207785281628269
2,43,84.39999999999998,-0.03332039486659494
2,24,84.29999999999995,-0.014509116142029637
2,52,83.8000000000001,-0.043359952889106344
