a_id,b_id,count_north,north_consistency
2,2,392199.2999999367,0.31258424400240076
2,44,8358.700000000044,0.023480710152441426
73,2,6701.900000000044,0.015361866151978869
2,11,5942.8000000000475,0.016561480950132663
2,38,5100.700000000005,0.036759142290593794
13,2,4876.00000000003,0.01268131290826489
47,2,3923.999999999979,0.03224173297379772
2,53,3476.800000000017,0.021312967380612606
2,52,3470.700000000013,-0.021913721489289124
2,42,3382.299999999989,0.03884855031889959
2,29,3352.7000000000176,-0.005513153019248976
46,2,3001.1000000000067,-0.019876415991106716
2,75,3000.400000000004,0.01039861595103796
2,7,2970.699999999985,0.03405607241689033
2,61,2806.399999999988,0.04146804683018072
2,23,2767.600000000001,0.025820583648638262
33,2,2765.600000000001,-0.16963438866091596
2,19,2731.200000000005,0.00011285015827847185
2,33,2677.5000000000023,-0.18287975090465847
2,43,2660.2000000000025,0.011764542026474666
44,2,2624.899999999989,-0.18436260710289526
2,73,2592.6999999999953,-0.18395201694264998
16,2,2554.099999999994,0.0005002451115758987
36,2,2419.600000000005,0.009512564764450518
24,2,2406.1999999999985,-0.025439202553248365
2,20,2385.900000000001,0.01995178069472778
63,2,2319.2,0.00971403227181653
74,2,2313.900000000004,0.009433474894892041
2,51,2228.899999999998,0.029761890268126114
2,18,2071.0000000000023,-0.13098918080429173
34,2,2039.3000000000027,0.0026272556655664997
69,2,2012.6999999999994,0.019891895491736165
2,62,1976.8000000000022,-0.08646524286225918
2,21,1963.5999999999945,-0.03134597579965057
2,39,1944.9,-0.0957207055365661
38,2,1928.5000000000007,-0.14162074126313748
2,47,1925.6000000000051,-0.13725886014033278
11,2,1906.8000000000245,-0.1752725705964238
60,2,1863.7000000000094,0.022500886069710718
65,2,1816.8000000000034,-0.0896130223019968
2,13,1810.4000000000185,-0.1858803575738643
2,17,1797.1000000000033,-0.09051468400667698
2,1,1784.8000000000004,-0.07642914164503
27,2,1757.3000000000036,0.03417063858187233
17,2,1717.8000000000006,-0.0869883760735529
2,32,1678.4999999999939,-0.04502980042051236
52,2,1674.6000000000142,-0.1281092318518971
2,5,1659.199999999992,-0.0765239103503611
2,12,1641.6000000000106,-0.1114276415228013
6,2,1631.5000000000018,-0.126062199295978
31,2,1629.3000000000018,-0.08229629478200048
2,46,1611.800000000012,-0.13646534162419935
2,40,1606.0000000000018,-0.09472694698172847
2,8,1583.9000000000171,-0.11806492395969143
