a_id,b_id,count_south,south_consistency
46,46,1429.5000000000061,0.14490969877486243
45,46,204.80000000000007,0.10409749533224906
2,46,179.00000000000009,0.11377179717920102
35,46,162.5,0.13019052046992508
46,2,157.09999999999994,-0.00832397088984079
69,46,145.5,0.010722282512716248
46,6,137.19999999999993,-0.022010892088834468
23,46,132.60000000000014,-0.06427347124158164
46,19,128.4000000000002,-0.055198937013870866
21,46,114.59999999999997,-0.008255735662407414
46,38,107.79999999999987,-0.03836420675663307
56,46,97.79999999999994,-0.01739143003925517
14,46,95.49999999999996,0.04205404699578133
13,46,95.3,0.06557715100372374
9,46,90.9,0.05913408493290726
46,8,89.79999999999997,0.01001030645137521
46,22,89.60000000000014,-0.10563295693024757
15,46,88.99999999999999,0.0031788579913917536
68,46,86.9,-0.0391104807002768
24,46,82.20000000000005,-0.026585465759043546
55,46,82.19999999999989,-0.07236496881809226
27,46,81.0,0.021770818420769805
59,46,79.30000000000007,-0.08721843351788357
5,46,77.80000000000007,-0.07495949806662915
73,46,77.3999999999999,-0.0679335873555506
46,35,76.69999999999997,-0.013302172206740358
46,25,73.29999999999995,-0.04442182702464453
50,46,71.50000000000004,-0.06285656550683365
71,46,71.19999999999995,-0.0695838084688816
66,46,69.40000000000006,-0.0834584999651759
40,46,65.70000000000013,-0.09575692421284478
69,2,63.69999999999999,0.1820245893441664
29,46,63.69999999999998,-0.02092541811291232
46,45,63.5,0.10316763033125823
17,46,62.29999999999999,-0.0359601248633983
7,46,62.09999999999997,-0.00904391332568395
46,26,61.699999999999974,-0.08555592720537865
34,46,59.99999999999997,0.019818523856185117
23,19,58.1,0.10969644154961483
46,4,58.09999999999999,-0.028138526824902012
46,39,57.90000000000007,-0.018791462295842113
11,19,56.39999999999999,0.2373013247384444
43,19,56.19999999999999,0.25659893395252825
46,56,56.00000000000001,0.0860193878237208
11,46,52.80000000000004,-0.08021433684869927
46,54,52.100000000000065,-0.021160756783147595
30,46,50.19999999999999,-0.027940423728977967
4,46,49.99999999999999,0.06634725441279066
57,46,49.70000000000002,0.008194989402289651
25,46,49.60000000000001,0.09300787767139436
52,46,47.39999999999999,-0.008939873209242178
31,46,47.100000000000016,-0.041849700727149455
63,46,46.8,0.04802749602744042
36,46,46.59999999999999,-0.025018988950619735
75,46,45.29999999999998,-0.03885421811444214
66,22,45.0,0.15779236977040598
20,46,43.80000000000002,-0.008671901357086276
56,2,43.7,0.15037790128601983
42,46,43.6,-0.05323816924619545
23,6,43.09999999999998,0.0712208085246798
46,40,42.60000000000001,0.12265121271542652
43,46,42.500000000000014,-0.09408074526127364
37,46,42.0,-0.04635724400432467
50,22,40.7,0.15291565220585057
23,50,40.0,0.2981184792743253
53,46,39.99999999999999,-0.040581545309195326
72,46,39.59999999999999,-0.0425333990742539
1,46,39.59999999999999,-0.062821417597709
37,26,39.5,0.31817562505415764
62,46,39.49999999999999,-0.06061757189612888
27,6,38.3,0.20119375352838298
10,46,37.40000000000001,-0.011500533147949849
59,22,37.0,0.09811267297369165
46,13,36.40000000000001,-0.04416169751481338
40,19,35.8,0.10054085720302461
49,46,35.30000000000001,-0.023353374122158006
46,27,34.2,-0.019281768221065098
46,18,33.80000000000001,-0.1267720822412744
18,46,33.40000000000001,-0.037923748839563676
44,46,32.49999999999999,-0.06445818266306451
46,59,32.39999999999999,0.10937712623771056
68,22,32.300000000000004,0.10188623010730213
65,46,31.800000000000004,-0.08669802345108082
23,26,31.100000000000005,0.08243591627750416
69,35,31.000000000000004,0.15571303332852868
48,46,30.500000000000004,-0.06328904317606814
6,46,30.1,-0.010888945600470084
21,2,30.1,0.0661597599135085
71,38,30.0,0.12070163113672691
46,61,29.099999999999966,-0.17307466338810767
46,57,28.999999999999986,-0.04239336309591449
50,19,28.5,0.07796380919192578
15,2,28.2,0.10361547111605886
40,39,28.0,0.20740534972222183
46,69,28.0,0.1010054367195946
21,25,27.600000000000005,0.13789448848026611
66,38,27.300000000000008,0.09620880689819467
46,73,27.2,-0.10388320538803965
50,8,26.800000000000004,0.17277201740039672
41,46,26.4,-0.11957470236907734
46,66,25.89999999999999,0.00535923463547471
67,46,25.6,0.0068505365354261825
23,43,25.5,0.24010928263901582
37,6,25.5,0.16606574366325988
21,35,25.4,0.14277156534098748
46,14,25.300000000000004,0.0335803254729219
23,2,25.3,-0.025961537839274663
56,19,25.20000000000001,0.04918964367593394
1,61,25.0,0.23870259370960492
65,26,24.9,0.22724050237134488
68,61,24.8,0.14457486223370197
17,6,24.700000000000006,0.11231776724730819
43,22,24.6,0.11018280972483017
56,35,24.6,0.15383964449952803
15,19,24.4,0.0746333134325626
68,6,24.1,0.05715009158550918
44,19,24.0,0.160067440014406
29,38,24.0,0.14005350438848058
73,61,23.40000000000001,0.1276719739468198
55,4,23.0,0.15171418462206676
3,46,22.700000000000006,-0.01712967159850827
45,38,22.600000000000005,0.04240353704734821
24,25,22.5,0.1376399358249414
46,71,22.000000000000004,0.022681662395580903
75,38,22.0,0.15902542244015233
55,25,22.0,0.09704547739549525
47,46,21.89999999999999,-0.0834857967542729
28,46,21.70000000000001,-0.021632400275131955
46,17,21.7,0.10345547166660746
33,46,21.500000000000004,-0.019798113683731165
37,19,21.500000000000004,0.12176042696139708
17,35,21.3,0.17931789370761553
23,54,21.0,0.09812833924283278
66,61,21.0,0.11188303437843783
17,2,20.8,0.07406344096803791
24,22,20.8,0.04806079404564828
55,2,20.700000000000006,0.004827727955900731
73,73,20.600000000000005,0.1810486091188247
46,23,20.599999999999987,0.09988914374481699
46,37,20.500000000000004,-0.017660589211188602
73,25,20.5,0.09741300087366597
23,22,20.5,-0.0501691498459449
59,8,20.3,0.09100904464052108
71,22,20.200000000000006,0.029109134741789028
5,26,20.000000000000004,0.07697927155945108
40,54,20.0,0.1608720515537158
48,38,20.0,0.17576063111499682
54,46,19.99999999999999,0.042886710921386094
47,19,19.8,0.16277388235784623
5,2,19.8,0.0036889078215473787
47,22,19.5,0.17079150949149183
59,19,19.5,-0.015518300156586881
41,61,19.5,0.1950454763401178
29,6,19.3,0.08146444377538807
24,61,19.0,0.11772872343969325
45,2,18.800000000000004,-0.017563197730047105
7,6,18.8,0.09077067941938938
2,2,18.6,0.009020626421486034
53,6,18.4,0.12268558168849233
49,6,18.4,0.15569980568670996
31,6,18.3,0.0979554038423803
55,22,18.000000000000004,-0.00958953510001407
24,4,18.0,0.14655960655309377
14,25,18.0,0.13181482328752878
55,24,18.0,0.24042336795878028
21,6,17.900000000000006,-0.0042174664480166164
5,22,17.8,-0.00585455506553639
66,19,17.5,-0.010315693876254521
50,26,17.5,0.07715426931553962
22,46,17.29999999999999,-0.06477841452653262
71,19,17.200000000000006,-0.005112124136796059
52,2,17.2,0.10568591058891343
24,56,17.2,0.2389859892345011
31,26,17.100000000000005,0.14773632049477006
73,22,17.100000000000005,-0.005399273808241377
46,33,17.000000000000004,-0.021816824367464748
73,13,17.0,0.16418515153481578
71,18,17.0,0.10975901601945359
23,8,16.800000000000004,0.010305703366700454
2,38,16.600000000000005,0.02403675373203813
46,9,16.5,0.0875394228421689
27,38,16.5,0.07833724602336924
59,61,16.5,0.05315867566213315
5,6,16.400000000000006,-0.013669998200206156
69,38,16.400000000000002,-0.015689287414961908
5,19,16.4,-0.027842213718592947
48,22,16.300000000000004,0.11590517445221565
72,6,16.3,0.10294025186942801
55,57,16.200000000000006,0.1773790342370925
23,38,16.200000000000006,-0.05654580990020004
31,2,16.1,0.06829483462414716
69,26,16.099999999999998,0.02000675866617195
69,4,16.000000000000004,0.07380528112985472
46,29,16.000000000000004,-0.0516236488946391
59,70,16.0,0.27407856600887087
62,2,16.0,0.07499300137606643
9,2,15.900000000000002,0.05275318400094981
68,2,15.9,-0.0149835071822881
17,25,15.8,0.1112897563631497
19,46,15.799999999999995,-0.016724753245061143
70,46,15.69999999999999,-0.021793280724346838
73,18,15.6,0.08648989359212071
27,8,15.5,0.130011059916279
61,46,15.399999999999988,-0.047973925174421776
24,2,15.3,-0.003239251059009272
40,22,15.3,-0.02152932772662745
40,2,15.3,-0.02730643747147657
26,46,15.1,-0.023249423806366108
15,6,15.000000000000002,0.01488403120923924
59,39,15.0,0.08365345246941905
43,6,15.0,0.03649102144957681
5,50,15.0,0.18070341278975752
21,61,15.0,0.04791434422118856
46,15,15.0,-0.020970531292632908
68,25,15.0,0.05552540515742793
59,2,14.999999999999995,-0.04748465269740733
40,6,14.900000000000004,-0.02141638136084477
50,6,14.9,-0.006565998894283681
21,22,14.9,-0.03372226875358542
5,39,14.8,0.0934546322598769
39,46,14.799999999999995,0.005813563035425751
50,38,14.7,0.012945902790943703
11,38,14.600000000000005,0.03767376780222195
55,35,14.6,0.05162245008356866
32,22,14.6,0.20512563144015464
13,61,14.500000000000002,0.12291947107168238
27,22,14.500000000000002,0.03366884705346977
23,27,14.500000000000002,0.10052693080517017
23,11,14.5,0.1800840832827276
45,6,14.4,-0.04482164624171188
55,61,14.300000000000002,0.038665897900675913
35,6,14.300000000000002,0.00724078335123859
68,38,14.3,0.001163921810795946
50,4,14.3,0.10052214539700015
73,42,14.2,0.2629144168042775
