a_id,b_id,count_east,east_consistency
46,46,756.4999999999983,-0.1368212601108872
6,46,193.49999999999997,0.1563545037080274
46,19,185.30000000000027,0.07663870549185128
22,46,178.7,0.09119903055363288
19,46,174.5,0.08266960197935326
46,23,171.0,0.12988830364835544
38,46,162.49999999999997,0.1668596724457858
46,50,158.99999999999994,0.12037546053448991
46,22,157.40000000000003,0.03699420464461766
8,46,144.60000000000005,0.21658404969153122
56,46,137.8,0.15160807281797636
46,59,134.79999999999987,0.11133186784621427
46,40,134.19999999999985,0.11141956203287122
46,43,118.49999999999977,0.09838595926214952
46,66,115.69999999999986,0.08172122637697855
4,46,114.70000000000002,0.15647133228336957
25,46,112.60000000000002,0.1014575643432403
2,46,111.00000000000007,-0.07712408549522083
23,46,109.8,0.052433198010644215
46,24,108.39999999999992,0.09292411950654723
46,14,107.60000000000004,0.16304146191281166
61,46,107.5,0.08437755955437264
46,68,101.99999999999996,0.08067045983221445
14,46,100.60000000000002,0.16427245335218787
46,11,95.69999999999986,0.07128073815458061
39,46,94.2,0.1276818085480969
46,54,91.89999999999986,0.10809522239368016
46,57,91.29999999999987,0.11127041441537422
46,27,86.30000000000003,0.07235384865332387
46,5,84.59999999999994,0.07823322415934092
40,46,83.5,0.047411747932648844
29,46,82.7,0.12275163661579593
46,8,82.30000000000005,0.07589748421895556
54,46,82.0,0.10634152050736628
46,56,81.40000000000003,0.03271194903579824
46,61,78.99999999999986,-0.002638152963496724
46,39,78.09999999999991,0.07045689248837528
46,6,77.2000000000001,-0.04767734101403323
57,46,77.0,0.09466131127230197
26,46,72.7,0.022551481275018822
71,46,70.9,0.06934702659982821
35,46,70.70000000000003,-0.06672746265722214
46,2,69.90000000000003,-0.14720794421040204
19,6,67.0,0.33647748259650173
46,38,66.10000000000008,-0.031167518761958425
11,46,65.5,0.034865898665250396
13,46,64.2,0.030697360158830164
59,46,61.5,-0.015585314829429587
46,73,61.40000000000007,-0.0209688613959799
46,71,60.90000000000007,0.02901773429354751
26,2,60.0,0.33844616630018926
46,26,59.50000000000002,-0.025156397777978595
43,46,59.5,0.009608494993314443
66,46,58.0,-0.020567339184524906
46,44,56.29999999999996,0.05167960315814758
46,47,53.69999999999993,0.05210858033412615
46,20,51.29999999999998,0.1010435674000846
46,4,51.20000000000002,-0.008068910866573376
22,38,50.0,0.31317593822117507
46,1,47.8,0.05851643107031939
46,29,47.60000000000001,0.008027357622224923
