a_id,b_id,count_east,east_consistency
2,2,2918.099999999978,-0.009843675556390407
69,2,398.6999999999995,0.08545350129865421
13,2,303.9,0.1200365463724751
71,2,298.5,0.13555151298851642
2,69,295.09999999999934,0.012667268288380513
30,2,270.89999999999975,0.13044342767196085
74,2,269.0999999999997,0.060130179998418506
18,2,259.09999999999985,0.07369588200471756
2,18,254.69999999999973,0.07026200001811608
38,2,253.49999999999997,0.08913481136454796
2,74,246.3999999999997,0.047668158401508606
14,2,227.19999999999996,0.11067857999561538
3,2,226.79999999999995,0.09795473642328455
51,2,214.29999999999984,0.11244418665356049
67,2,198.7,0.06847549847651378
2,38,185.59999999999988,0.038675400299097135
9,2,183.9,0.13213023137119934
20,2,182.2,-0.06141090810424797
2,30,161.29999999999995,0.1310848672796616
50,2,144.20000000000005,-0.0305037252631475
59,2,141.3,0.09029633249276454
2,13,140.20000000000007,-0.009809324587690382
2,50,138.10000000000002,0.09023276202712699
2,51,136.60000000000002,0.1579742380980324
2,3,136.10000000000005,0.045407875571948336
2,71,132.20000000000007,0.06811610193060179
58,2,130.00000000000003,0.0894391619096437
31,2,127.6,0.02645908398271836
68,2,121.50000000000004,0.017041938788370608
2,14,119.50000000000007,0.03699368918527574
47,2,117.6,0.05658792901114827
8,2,116.50000000000004,-0.0687607977491124
55,2,115.50000000000004,0.0034907035442561184
28,2,113.50000000000004,0.040125823432315216
5,2,109.8,0.004042724040214958
40,2,109.70000000000002,0.00170316999726016
2,68,107.80000000000004,0.025199036498867372
2,12,106.6,0.10067968224103448
75,2,105.70000000000003,0.008835657284784578
12,2,104.4,-0.03472502141002668
10,2,103.8,-0.1269350740231155
2,8,103.8,0.06344330577203829
35,2,102.60000000000002,0.062369759766880375
2,28,100.70000000000002,0.01154318268836182
57,2,99.60000000000004,0.0035908257081811268
6,2,97.40000000000002,0.06195048257769531
19,2,96.9,-0.027027318840264217
39,2,93.50000000000006,-0.0023701132660102265
23,2,91.4,-0.08204024289894825
44,2,91.1,-0.0065731334420154565
63,2,90.80000000000004,-0.047423343459781664
73,2,90.6,-0.08758582486568539
20,69,90.5,0.23396767976667418
52,2,88.20000000000002,-0.019488829117814136
2,35,88.2,0.04896062988272393
2,67,87.90000000000003,0.06678672610007201
36,2,87.80000000000004,0.003138354402057899
65,2,87.60000000000002,0.005759203239489055
22,2,87.40000000000003,-0.012021134337612375
4,2,84.60000000000005,-0.05930255199871252
2,58,84.30000000000005,0.07526103230171671
2,7,82.50000000000003,0.017525444042184292
2,47,82.50000000000001,0.0014346460613932134
