a_id,b_id,count_south,south_consistency
2,2,392199.2999999367,0.31258424400240076
44,2,8358.700000000044,0.023480710152441426
2,73,6701.900000000045,0.015361866151978912
11,2,5942.8000000000475,0.016561480950132663
38,2,5100.700000000005,0.036759142290593794
2,13,4876.00000000003,0.01268131290826489
2,47,3923.99999999998,0.03224173297379776
53,2,3476.800000000017,0.021312967380612606
52,2,3470.700000000013,-0.021913721489289124
42,2,3382.299999999989,0.03884855031889959
29,2,3352.7000000000176,-0.005513153019248976
2,46,3001.1000000000067,-0.019876415991106716
75,2,3000.400000000004,0.01039861595103796
7,2,2970.699999999985,0.03405607241689033
61,2,2806.399999999988,0.04146804683018072
23,2,2767.600000000001,0.025820583648638262
2,33,2765.600000000001,-0.16963438866091593
19,2,2731.200000000005,0.00011285015827847185
33,2,2677.5000000000023,-0.18287975090465847
43,2,2660.2000000000035,0.011764542026474705
2,44,2624.899999999989,-0.18436260710289526
73,2,2592.6999999999953,-0.18395201694264998
2,16,2554.099999999994,0.0005002451115758987
2,36,2419.600000000005,0.009512564764450518
2,24,2406.1999999999985,-0.025439202553248365
20,2,2385.900000000001,0.01995178069472778
2,63,2319.2,0.00971403227181653
2,74,2313.900000000004,0.009433474894892041
51,2,2228.899999999998,0.029761890268126114
18,2,2071.0000000000023,-0.13098918080429173
2,34,2039.3000000000025,0.0026272556655664997
2,69,2012.6999999999994,0.019891895491736165
62,2,1976.8000000000022,-0.08646524286225918
21,2,1963.5999999999945,-0.03134597579965057
39,2,1944.9,-0.0957207055365661
2,38,1928.5000000000007,-0.14162074126313748
47,2,1925.6000000000051,-0.13725886014033278
2,11,1906.8000000000245,-0.1752725705964238
2,60,1863.7000000000094,0.022500886069710718
2,65,1816.8000000000034,-0.0896130223019968
13,2,1810.4000000000185,-0.1858803575738643
17,2,1797.1000000000033,-0.09051468400667698
1,2,1784.8000000000004,-0.07642914164503
2,27,1757.3000000000036,0.03417063858187233
2,17,1717.8000000000006,-0.0869883760735529
32,2,1678.4999999999939,-0.04502980042051236
2,52,1674.6000000000142,-0.1281092318518971
5,2,1659.199999999992,-0.0765239103503611
12,2,1641.6000000000106,-0.1114276415228013
